channel_elevation,channel_slope_r,channel_curvature,channel_dist_along,channel_dist_to_river_center,ridge1_elevation,ridge1_slope_r,ridge1_curvature,ridge1_dist_along,ridge1_dist_to_river_center,floodplain1_elevation,floodplain1_slope_r,floodplain1_curvature,floodplain1_dist_along,floodplain1_dist_to_river_center,ridge2_elevation,ridge2_slope_r,ridge2_curvature,ridge2_dist_along,ridge2_dist_to_river_center,floodplain2_elevation,floodplain2_slope_r,floodplain2_curvature,floodplain2_dist_along,floodplain2_dist_to_river_center,width,width_var,sinuosity,max_width,dist_out,n_chan_mod,n_chan_max,facc,meand_len,type,reach_id,node_id,slope,discharge_uncorrected,corrected_discharge,XGB_depth,ridge1_slope,ridge2_slope,ridge1_height,ridge2_height,ridge_height_mean,ridge_slope_mean,ridge_width,gamma1,gamma2,gamma_mean,a_b_1,a_b_2,a_b,corrected_denominator,superelevation1,superelevation2,superelevation_mean,lambda
89.5,0.0,0.0,360.000000000093,4.494967741850132,96.73,0.0270000000002559,0.000900000000017,179.99999999968364,184.4949677422595,95.21,1.1800000000000068,-0.0380222222226463,0.0,364.4949677419431,103.89,0.0,-0.0076333333332933,539.9999999997766,175.50503225783348,95.11,0.0066666666667299,7.777777777896145e-05,839.9999999997743,475.5050322578312,42.0,98.8055555555556,1.40829693182237,42.0,571944,1,1,836.937608900766,1004.33681488732,1,61204400141,61204400140261,0.00642380098595151,71.554,321.44948555804893,2.4988801,0.008444444444459343,0.01625925925926599,1.5200000000000102,8.780000000000001,5.150000000000006,0.012351851851862666,839.9999999997743,1.3145557377831079,2.53109635476318,1.922826046273144,2.893296025412691,5.758579502861494,4.325937764137093,2.49888014793396,0.6082724700729347,3.5135738731844284,2.0609231716286818,3.962796753775486
84.5,0.2096666666659009,0.0067222222221721,1470.0000000000775,4.216129032148729,93.72,0.0079999999999706,-0.0008555555555493,1650.0000000001298,175.78387096790357,93.22,0.0056666666666925,4.44444444460437e-05,1769.999999999963,295.7838709677367,91.84,0.0153333333332771,0.0003444444444405,1260.000000000028,214.2161290321983,92.22,0.1476666666661274,0.0031777777777545,1110.0000000000853,364.216129032141,48.0,76.25,1.22266064778582,48.0,567957,1,1,872.253616357396,1081.67875557198,1,61204400141,61204400140061,0.00642380098595151,71.554,321.44948555804893,2.3615527,0.0003030303030302792,-0.0003015873015872913,0.5,-0.37999999999999545,0.060000000000002274,7.215007214939398e-07,659.9999999998777,0.04717305279117291,0.046948419206455136,0.047060735998814024,3.904210962668613,3.1081245624715437,3.5061677625700782,2.3615527153015137,0.21172510643539116,-0.16091108089089537,0.025407012772247897,0.0011956727205932544
88.75,0.2250000000002285,0.0075000000000152,2579.9999999999386,4.440774193434663,102.18,0.1389999999978694,0.0011444444443522,2310.000000000213,265.5592258062911,85.83,0.0043333333333375,-0.0003777777777785,1860.0000000001787,715.5592258063252,109.23,0.0063333333333396,-0.0069777777777919,2699.9999999998167,124.4407741933128,94.85,0.0563333333333904,-0.0044222222222312,3060.00000000004,484.4407741935361,84.0,0.0,1.0133761706704,84.0,565560,1,1,2003.85431690705,923.254798120441,1,61204400131,61204400130391,0.000882142888096824,180.433,877.9811914972319,5.8776026,0.007077922077921429,0.005325925925926291,16.35000000000001,14.38000000000001,15.365000000000009,0.00620192400192386,1199.9999999998613,8.023555110433035,6.037486667740065,7.03052088908655,2.284945234656578,3.4844138798039244,2.8846795572302515,5.877602577209473,2.781746432362997,2.4465757613076393,2.614161096835318,18.378914198738112
48.85,0.0003333333333342,-0.0009444444444499,8640.000000000171,1.2569739851533086,50.11,0.0076666666666891,0.0001777777777788,8370.000000000018,271.2569739853061,49.32,0.0,0.0,7350.000000000173,1291.2569739851515,50.36,0.0006666666666684,-0.0002222222222235,9270.000000000216,628.7430260148922,49.82,0.0,-3.333333333352862e-05,10530.000000000302,1888.7430260149777,286.0,196.530612244898,1.04698854278405,5269.0,525079,2,2,10242.8427333402,2612.44051944644,1,61204400101,61204400100451,0.000496465552222127,890.213,4971.964602014607,6.9424043,9.438470728793278e-05,5.8252427184464564e-05,0.7899999999999991,0.5399999999999991,0.6649999999999991,7.631856723619867e-05,3180.000000000129,0.1901133056774571,0.11733427812611145,0.15372379190178428,0.18149332003230625,0.21750389940379566,0.19949860971805095,6.942404270172119,0.11379343081390636,0.07778285144241696,0.09578814112816167,0.014724916273444268
47.0,0.0,0.0,8100.000000000082,10.61566801246954,50.0,0.0169999999996175,-0.0061222222221339,7860.000000000366,229.3843319872467,49.04,0.000333333333335,1.111111111123084e-05,6689.999999999941,1399.3843319876714,50.4,0.0263333333327976,-0.0020222222222086,8220.000000000327,130.6156680127151,49.12,0.0060000000000327,-0.0001555555555564,8759.999999999565,670.615668011953,270.0,72.8055555555556,1.05158757157,270.0,524073,1,1,10365.3426298634,2499.50150175823,1,61204400101,61204400100401,0.000496465552222127,890.213,4971.964602014607,7.7115884,0.0001221374045801471,0.00015571776155717156,0.9600000000000009,1.2800000000000011,1.120000000000001,0.00013892758306865933,2069.9999999996244,0.24601385540945,0.31365270130061473,0.27983327835503236,0.38902491304151837,0.440894901447054,0.4149599072442862,7.711588382720947,0.124487972173286,0.16598396289771467,0.14523596753550033,0.040641856930524106
46.5,0.0,0.0,6419.999999999853,9.87491123383188,49.08,0.0013333333333258,-4.0419056990032914e-17,6810.000000000068,399.8749112340474,48.89,0.001333333333327,3.333333333303143e-05,7350.000000000139,939.8749112341184,49.67,0.0153333333332613,-0.0004333333333283,6180.0000000003965,230.12508876562424,48.09,0.0,-1.111111111099437e-05,5460.000000000275,950.125088765746,216.0,799.222222222222,1.07458271549974,216.0,523080,1,1,10483.7591965025,1934.80641331721,1,61204400101,61204400100351,0.000496465552222127,890.213,4971.964602014607,7.8862267,2.790014684287751e-05,0.0002556634304206953,0.18999999999999773,1.5799999999999983,0.884999999999998,0.0001417817886317864,1889.9999999998645,0.056197548285071175,0.5149671095534684,0.28558232891926977,0.3271526565463517,0.4019666361441612,0.36455964634525645,7.886226654052734,0.024092637497599267,0.20034930129582768,0.11222096939671347,0.03204832579389153
49.44,0.1146666666665414,0.0038222222222138,14640.000000000146,13.548619398146911,49.63,0.0106666666666602,0.0002444444444442,14369.9999999999,256.45138060209865,48.77,0.0036666666666624,2.222222222211202e-05,13770.000000000293,856.4513806017058,50.24,0.0116666666666532,0.0002111111111105,14880.000000000357,253.5486193983579,48.17,0.0019999999999977,4.444444444433552e-05,15780.000000000227,1153.5486193982288,479.0,17201.6666666667,1.14939113306361,5269.0,522091,3,7,10610.3424229098,1140.64655352185,1,61204400101,61204400100301,0.000496465552222127,890.213,4971.964602014607,5.825867,5.984690327070323e-05,0.00013911290322580314,0.8599999999999994,2.0700000000000003,1.4649999999999999,9.947990324825318e-05,2009.9999999999345,0.12054593315253163,0.28020655733947414,0.2003762452460029,0.03261317058186592,0.1373186129762748,0.08496589177907035,5.825867176055908,0.14761750894949452,0.3553119110761092,0.25146471001280185,0.050387554404240184
45.0,0.0,0.0,25289.99999999969,2.0104283032960666,47.41,0.0,-7.777777777866467e-05,24419.99999999998,867.9895716964129,46.04,0.0,-0.0006000000000068,23339.999999999603,1947.9895716967912,49.29,0.0020000000000107,-0.000466666666672,25560.00000000002,272.0104283036235,45.5,0.0190000000001152,0.000588888888896,26789.99999999955,1502.0104283031542,807.5,8791.25,1.06267542474368,5269.0,520095,5,5,10863.5088757243,1144.88050059575,1,61204400101,61204400100201,0.000496465552222127,890.213,4971.964602014607,5.1818204,5.6101556101556036e-05,0.0001482785602503911,1.3699999999999974,3.789999999999999,2.5799999999999983,0.00010219005817597356,3449.9999999999454,0.11300191090892699,0.29866837605693286,0.20583514348292992,0.4650875208715502,0.8278943836261216,0.6464909522488359,5.181820392608643,0.2643858521137027,0.7314031967233101,0.4978945244185064,0.10248419087304841
43.0,0.0,0.0,4500.000000000094,5.535483870941789,45.2,0.0060000000000356,0.0001888888888911,4350.000000000081,155.53548387095452,44.55,0.0003333333333354,-3.333333333365614e-05,3329.9999999998995,1175.535483871136,44.84,0.0,0.0,4679.999999999928,174.46451612889268,44.63,0.001000000000006,2.222222222282697e-05,5700.000000000108,1194.4645161290728,150.0,61.25,1.08272850405746,150.0,515745,1,1,11414.7584100786,2889.93885270795,1,61204400091,61204400090601,0.000216993033922296,1010.461,5705.659152259096,10.381057,0.00014942528735632037,4.487179487179574e-05,0.6500000000000057,0.21000000000000085,0.43000000000000327,9.714854111405805e-05,2370.0000000002087,0.6886179001019394,0.2067891031371269,0.4477035016195331,0.21192447411088366,0.17724592380183007,0.19458519895635687,10.381056785583496,0.06261404916912519,0.020229154346948042,0.041421601758036615,0.0185445961497628
41.0,0.0,0.0,24900.000000000284,7.95597542370524,44.08,0.0170000000000679,-0.0004555555555597,24660.00000000041,232.04402457616743,42.11,0.0,-5.555555555603072e-05,24119.99999999998,772.0440245765967,44.91,0.0363333333334962,-7.777777777848387e-05,25080.00000000043,187.9559754238508,42.89,0.0003333333333347,-0.0004333333333371,25290.00000000044,397.9559754238617,794.0,80242.8055555555,1.03601498286942,3908.0,505803,2,7,12664.2573546151,1955.70550145963,1,61204400091,61204400090101,0.000216993033922296,1010.461,5705.659152259096,5.5709543,7.988645579886318e-05,8.054226475278953e-05,1.9699999999999989,2.019999999999996,1.9949999999999974,8.021436027582636e-05,1170.0000000004584,0.368152167628893,0.37117442572664,0.36966329667776654,0.5528675737631444,0.7018546147447708,0.6273610942539576,5.570954322814941,0.3536198442575957,0.36259496720829554,0.35810740573294564,0.1323791641679632
