channel_elevation,channel_slope_r,channel_curvature,channel_dist_along,channel_dist_to_river_center,ridge1_elevation,ridge1_slope_r,ridge1_curvature,ridge1_dist_along,ridge1_dist_to_river_center,floodplain1_elevation,floodplain1_slope_r,floodplain1_curvature,floodplain1_dist_along,floodplain1_dist_to_river_center,ridge2_elevation,ridge2_slope_r,ridge2_curvature,ridge2_dist_along,ridge2_dist_to_river_center,floodplain2_elevation,floodplain2_slope_r,floodplain2_curvature,floodplain2_dist_along,floodplain2_dist_to_river_center,width,width_var,sinuosity,max_width,dist_out,n_chan_mod,n_chan_max,facc,meand_len,type,reach_id,node_id,slope,discharge_uncorrected,corrected_discharge,XGB_depth,superelevation1,superelevation2,superelevation_mean,ridge1_slope,ridge2_slope,ridge1_height,ridge2_height,ridge_height_mean,ridge_slope_mean,ridge_width,gamma1,gamma2,gamma_mean,lambda
172.5,0.0,0.0,6299.999999999757,7.268774193084937,178.17,0.0129999999999918,0.0002999999999996,6960.000000000034,667.2687741933614,174.44,0.0016666666666669,-3.333333333324508e-05,10050.000000000346,3757.2687741936734,177.44,0.0013333333333329,-0.0001000000000044,5849.999999999566,442.73122580710606,177.33,0.0003333333333339,-9.999999999989272e-05,5520.000000000367,772.7312258063048,210.0,1120.81632653061,1.01707284526615,210.0,449109,1,1,26973.1748520934,1492.41473929169,1,64401700031,64401700030391,0.00047246724462049797,356.79,1841.4235099023383,2.1052904,1.7717270629931592,0.05224932357351792,0.9119881932833386,0.000535919540229881,1.8803418803417672e-05,3.7299999999999898,0.10999999999998522,1.9199999999999875,0.0002773614795166493,4529.999999999978,1.13429988286352,0.039798354314532915,0.5870491185890264,0.5353818650305826
173.66,0.0386666666660077,0.0012888888888449,6600.000000000137,9.64529032291739,179.02,0.0243333333329193,0.0006888888888616,6870.000000000062,279.6452903228419,174.55,0.0003333333333282,1.1111111110753969e-05,10620.000000000258,4029.6452903230384,177.22,0.0106666666668151,-0.0001333333333219,6089.99999999987,500.35470967735,177.38,0.0010000000000139,-3.333333333226139e-05,5819.999999999945,770.3547096772745,219.0,84.6938775510204,1.00273098207955,219.0,448896,1,2,26978.8951822917,781.785037680568,1,64401700031,64401700030381,0.00047246724462049797,356.79,1841.4235099023383,2.041783,2.1892629105640338,-0.0783628782304783,1.0554500161667777,0.0006506550218340552,-2.6272577996715928e-05,4.469999999999999,-0.1599999999999966,2.155000000000001,0.0003121912219186696,4800.000000000313,1.3771431337143463,0.055607194563972305,0.7163751641391592,0.7560981785721537
174.0,0.0056666666666157,-8.888888888731824e-05,6780.000000000259,6.67832258074759,178.5,0.00033333333333,1.1111111110902938e-05,8310.000000000018,1536.6783225805066,174.69,0.0006666666666815,7.133652754313321e-16,10769.999999999784,3996.678322580272,177.06,0.0059999999999467,-0.0001333333333411,6329.99999999993,443.3216774195817,177.61,0.0023333333333903,-3.3333333331240154e-05,5879.999999999601,893.3216774199109,225.5,1076.88888888889,1.00619739480919,225.5,448684,1,2,26983.7983224616,625.693144188696,1,64401700031,64401700030371,0.00047246724462049797,356.79,1841.4235099023383,2.041783,1.8660160378633055,-0.26937239391728046,0.7983218219730125,0.00045848375451263464,-8.688783570300434e-05,3.8100000000000023,-0.5500000000000114,1.6299999999999955,0.00018579795940481517,4890.000000000183,0.9704032601898247,0.18390234813589174,0.5771528041628582,0.4607536781761262
172.0,0.0,0.0,4829.999999999821,9.077032257677274,177.91,0.0006666666666802,-0.0003000000000026,5399.9999999996935,579.07703225755,174.97,0.0009999999999911,2.222222222184015e-05,9150.000000000478,4329.077032258335,177.93,0.0019999999999823,-0.0005555555555636,4739.999999999886,80.92296774225724,176.08,0.0026666666667201,-1.1111111108668945e-05,4229.999999999683,590.922967742461,160.5,339.472222222222,1.07402346313437,160.5,448101,1,1,26999.3249329996,2045.40876629602,1,64401700031,64401700030341,0.00047246724462049797,356.79,1841.4235099023383,3.4227316,0.8589630479346679,0.5405039587343986,0.6997335033345333,0.000544444444444475,0.0003902953586497972,2.9399999999999977,1.8499999999999943,2.394999999999996,0.0004673699015471361,4920.000000000796,1.1523432590163825,0.8260791898140916,0.989211224415237,0.6921842355979171
171.5,0.0,0.0,3419.999999999582,12.745161290043145,177.55,0.0230000000000881,-2.222222222237242e-05,3329.9999999999272,77.2548387096117,175.96,0.0010000000000038,3.333333333359027e-05,2880.0000000000978,527.2548387094412,178.22,0.0010000000000038,-4.444444444477649e-05,4049.999999999755,642.745161290216,177.54,0.0006666666666695,1.1111111111218144e-05,5429.999999999885,2022.7451612903465,113.0,370.472222222222,1.07402346313437,113.0,447895,1,1,27004.2280731695,2045.40876629602,1,64401700031,64401700030331,0.00047246724462049797,356.79,1841.4235099023383,3.6760838,0.4325255040774429,0.18497946086331038,0.3087524824703766,0.00047747747747748894,0.00016790123456791308,1.5900000000000034,0.6800000000000068,1.1350000000000051,0.00032268935602270104,2549.9999999997876,1.0106044025570817,0.3553711637782999,0.6829877831676908,0.21087417354996385
173.8,0.0766666666659186,0.0025555555555056,4320.000000000253,1.5509677421423476,177.05,0.0020000000000172,-0.0001444444444469,4169.999999999891,148.44903225821963,175.73,0.0020000000000172,-1.1111111109896168e-05,3450.000000000032,868.4490322580787,178.79,0.0039999999999611,0.0001333333333307,4890.000000000306,571.5509677421951,178.12,0.0003333333333297,1.1111111110884076e-05,5640.000000000462,1321.5509677423515,142.0,445.04,1.07402346313437,381.0,447496,2,2,27012.3999734527,2045.40876629602,1,64401700031,64401700030311,0.00047246724462049797,356.79,1841.4235099023383,3.7685905,0.3502635845981999,0.17778530430362552,0.2640244444509127,0.0003165467625899415,0.00013701431492841424,1.3200000000000216,0.6699999999999875,0.9950000000000045,0.0002267805387591779,2190.00000000043,0.6699866841440041,0.2899974897486679,0.479992086946336,0.12672964409684057
171.5,0.0,0.0,6210.000000000119,6.030967741908171,176.96,0.0050000000000206,-1.1111111111223537e-05,5939.999999999682,263.9690322585293,175.52,0.0033333333334056,-0.0003222222222285,5249.999999999556,953.9690322586548,178.53,0.0103333333333757,-9.999999999510936e-05,6599.99999999993,396.030967741719,178.0,0.0003333333333343,1.1124456390833047e-16,7380.000000000073,1176.0309677418618,204.0,938.472222222222,1.02943539989325,381.0,447318,2,2,27017.3031136226,1267.77244394816,1,64401700031,64401700030301,0.00047246724462049797,356.79,1841.4235099023383,2.1250527,0.6776302566206626,0.2494055805617726,0.4635179185912176,0.00024242424242425502,8.030303030303133e-05,1.4399999999999977,0.5300000000000011,0.9849999999999994,0.00016136363636364318,2130.0000000005166,0.5131027498403166,0.1699652858845982,0.3415340178624574,0.158307137087702
173.23,0.0743333333342231,0.0024777777778371,5760.000000000036,3.0006451612352976,177.87,0.007666666666667,-0.0002222222222185,6239.999999999991,476.9993548387192,176.14,0.0003333333333304,-3.3333333333163474e-05,10740.00000000026,4976.999354838988,177.6,0.0,-0.0001666666666673,3809.999999999756,1953.000645161516,175.36,0.001000000000011,1.0244481767648468e-15,1289.9999999999957,4473.000645161276,190.0,87.84,1.00714136827269,381.0,447105,2,2,27021.3890637642,878.954282774236,1,64401700031,64401700030291,0.00047246724462049797,356.79,1841.4235099023383,2.2239041,0.7779112302779,1.007237662325123,0.8925744463015115,0.0002772435897435931,0.0005879265091863844,1.7300000000000182,2.2399999999999807,1.9849999999999994,0.0004325850494649887,9450.000000000266,0.5867995991262521,1.2443751728410872,0.9155873859836696,0.8172299040850222
170.5,0.0,0.0,4170.0000000003165,12.232000000514743,176.66,0.0150000000000685,0.0005000000000045,3989.999999999626,167.76800000017556,174.51,0.0003333333333328,-6.666666666683829e-05,3090.000000000087,1067.767999999715,178.08,0.0,-6.666666666675003e-05,5039.999999999994,882.2320000001919,174.75,0.0016666666666614,-0.0001000000000005,6929.999999999936,2772.2320000001346,139.0,558.805555555556,1.04614051713378,139.0,446119,1,1,27043.4531945287,1805.71931810032,1,64401700031,64401700030241,0.00047246724462049797,356.79,1841.4235099023383,3.478342,0.618110572570551,0.9573526542604358,0.7877316134154935,0.0005388471177945381,0.000660714285714289,2.1500000000000057,3.3300000000000125,2.740000000000009,0.0005997807017544135,3839.9999999998495,1.1404962437710549,1.398434057042404,1.2694651504067296,0.9999978311046351
168.5,0.0,0.0,3749.9999999999295,13.532774193621208,173.97,0.0119999999999884,0.0003999999999992,3839.999999999741,103.53277419343247,172.07,0.0,-1.1111111111181177e-05,6479.999999999807,2743.532774193499,171.84,0.0003333333333327,-3.1579195277231924e-17,3359.9999999999704,376.46722580633786,171.37,0.0063333333333274,0.0002111111111107,3030.000000000275,706.4672258060332,127.0,225.84,1.45618053637275,127.0,443113,1,1,27115.3659170206,1872.17853919633,1,64401700031,64401700030091,0.00047246724462049797,356.79,1841.4235099023383,3.8081381,0.4989314814992218,0.1234198927919121,0.3111756871455669,0.0004947916666667015,0.00013988095238095328,1.9000000000000057,0.46999999999999886,1.1850000000000023,0.0003173363095238274,3449.999999999532,1.0472507296545717,0.29606486793240133,0.6716577987934865,0.2090035770662421
