channel_elevation,channel_slope,channel_curvature,channel_along_track_distance,channel_dist_to_river_center,ridge1_elevation,ridge1_slope,ridge1_curvature,ridge1_dist_along,ridge1_dist_to_river_center,floodplain1_elevation,floodplain1_slope,floodplain1_curvature,floodplain1_dist_along,floodplain1_dist_to_river_center,ridge2_elevation,ridge2_slope,ridge2_curvature,ridge2_dist_along,ridge2_dist_to_river_center,floodplain2_elevation,floodplain2_slope,floodplain2_curvature,floodplain2_dist_along,floodplain2_dist_to_river_center,width,width_var,sinuosity,max_width,dist_out,n_chan_mod,n_chan_max,facc,meand_len,type,reach_id,node_id
92.5,0.0,0.0,989.9999999995869,1.9475806451723656,100.25,0.01866658528665725,0.0006333245171574716,1139.9999999994354,151.94758064502093,98.0199966430664,-0.0046669006347635385,0.0005111016167579517,1259.9999999991596,271.94758064474513,101.0999984741211,0.040999857584617085,0.001366661919486625,809.9999999994991,178.0524193549154,99.98999786376953,-0.002333323160884281,0.00044444613986951916,659.9999999988694,328.0524193555451,61.5,41.25,1.16509698199348,61.5,325907.200344094,1,1,2545.26776216644,1056.17012170833,1,61302000321,61302000320441
91.5,-0.06866658528763633,-0.004577772352442543,960.0000000003407,1.3548387091949508,96.62999725341797,0.008333333333347607,-0.0003333282470774154,659.9999999994047,298.64516129174103,94.33999633789062,-0.28266677855735817,-0.008755560980411515,389.9999999997702,568.6451612913756,,,,,,,,,,,39.0,20.0,1.16553646355619,39.0,325111.248891828,1,1,2554.69331641886,2055.53943584899,1,61302000321,61302000320401
91.0,-0.1083333333337993,-0.0034777747260507836,900.000000000165,6.641129032304548,97.30000305175781,0.006000010172433933,0.00020000033907806078,690.0000000004783,216.64112903199123,94.1500015258789,-0.016666666666840545,0.004211112128436967,449.9999999999444,456.6411290325251,,,,,,,,,,,42.0,8.64,1.16553646355619,42.0,324885.213479247,1,1,2556.65697355478,2055.53943584899,1,61302000321,61302000320391
91.0,0.0,0.0,1019.9999999992311,8.854838710791114,95.38999938964844,0.006333414713427399,0.00031111823187459655,929.9999999996332,98.854838710389,93.44000244140625,-0.004333241780393038,0.0005333370632712474,630.0000000002307,398.8548387097916,,,,,,,,,,,45.0,213.061224489796,1.15824599222058,45.0,324510.749534273,1,1,2561.36975068099,1928.05951343807,1,61302000321,61302000320371
90.5,0.0,0.0,1200.0000000014586,6.000000001248736,93.41000366210938,-0.000666554768907385,-0.0006666649712542118,989.9999999996929,204.00000000051693,91.93000030517578,-0.013333384195838233,1.1105007593475071e-05,810.0000000006554,383.99999999955446,,,,,,,,,,,63.0,176.4,1.11450316420692,63.0,323881.454922949,1,1,2568.04618494312,1163.17997897252,1,61302000321,61302000320341
90.5,0.0,0.0,1230.000000000667,10.935483871732458,92.91999816894531,0.018333180745684897,0.00047776963977303784,1349.999999999962,130.9354838710276,91.80999755859375,0.0,3.33319769962269e-05,1920.000000000358,700.9354838714237,,,,,,,,,,,69.0,268.25,1.12474851084166,69.0,323706.525790499,1,1,2570.40257350623,2042.41653259731,1,61302000321,61302000320331
90.0,0.0,0.0,1260.0000000003236,0.1330645158018342,92.87000274658203,0.002333323160945461,1.1105007602212752e-05,1379.9999999993959,119.86693548327048,91.70999908447266,-0.0006668090820630385,-2.2226969403160904e-05,2099.9999999995794,839.866935483454,,,,,,,,,,,73.5,136.25,1.12679758016861,73.5,323498.527232951,1,1,2572.75896206934,2218.26384332227,1,61302000321,61302000320321
88.0,0.0,0.0,960.0000000018242,3.870967739962225,91.98999786376953,0.11633326212608484,0.003322219848690272,1140.0000000012271,176.1290322594407,91.38999938964844,0.0006665547688998249,2.2218492297314713e-05,1320.00000000063,356.1290322588436,95.31999969482422,0.007999928792357483,-0.0005222235785632431,809.9999999996994,153.87096774208703,94.8499984741211,0.016666666666770184,0.0009333377414372033,630.0000000003712,333.87096774141526,60.5,76.25,1.07796123692539,60.5,322500.85278516,1,1,2584.54090488486,1505.29375989406,1,61302000321,61302000320271
87.5,0.0,0.0,1289.999999998624,11.854838707829003,91.69000244140625,0.03966674804782322,0.0015444437663432915,1109.9999999992872,168.14516129150775,90.0999984741211,-0.021000162760918668,0.0021999867758197428,989.9999999993893,288.14516129140566,,,,,,,,,,,90.0,178.122448979592,1.02912489368216,90.0,322308.703619515,1,2,2587.29002487515,792.323676465856,1,61302000321,61302000320261
85.5,0.0,0.0,1110.0000000007633,7.209677420004482,89.61000061035156,-0.00033340454100966907,-0.004588894314362526,1380.000000000441,277.2096774196823,89.11000061035156,0.0,0.00035555521648018504,1590.000000000042,487.20967741928325,89.26000213623047,-0.0019999186197126044,-0.0008999972873213644,900.0000000011623,202.79032257959648,86.70999908447266,-0.005000050862843696,-0.0001666683621019061,389.99999999961716,712.7903225811417,71.0,127.25,1.04519377768554,71.0,321715.098836322,1,1,2594.35919056447,909.628577611563,1,61302000321,61302000320231
85.0,-0.06200002034804609,-0.0041333346898967975,959.9999999987268,11.673387097527552,89.08999633789062,0.13633321125865314,0.004544440375142848,1079.9999999996899,108.32661290343549,88.54000091552734,-0.0009999593099078684,-6.666395399319122e-05,1319.9999999993486,348.3266129030942,,,,,,,,,,,54.0,99.6326530612245,1.35269734024907,54.0,321514.925438533,1,1,2597.10831055476,969.424946860058,1,61302000321,61302000320221
83.0,0.0,0.0,1049.9999999994707,2.854838709124806,86.87999725341797,0.01699981689422357,0.000522215101435066,1230.0000000002658,182.85483870991993,86.37999725341797,0.0,-3.33319769957752e-05,1440.000000000697,392.85483871035103,87.27999877929688,0.00033340454102469155,-5.555046929200103e-05,929.9999999995046,117.14516129084132,86.05000305175781,0.018333435058308204,0.0016333346896583696,719.9999999999936,327.14516129035223,69.0,214.25,1.28527638142786,69.0,320910.488920819,1,1,2604.17747624407,935.39065852085,1,61302000321,61302000320191
80.5,0.0,0.002355558607294631,690.0000000011235,13.838709678615942,85.08000183105469,0.005333455403480503,-0.0003111012776639376,1110.0000000010814,433.8387096785739,84.80000305175781,-0.001999918619783709,-9.999593098978997e-05,1890.000000000085,1213.8387096775775,,,,,,,,,,,68.5,408.472222222222,1.72094045130677,68.5,319889.184313897,1,1,2615.9594190596,1826.56988847991,1,61302000321,61302000320141
80.0,0.0,0.0,569.9999999996867,7.0100806446380375,83.9800033569336,0.0,0.0007333289252483529,780.0000000002051,217.01008064515645,81.81999969482422,-0.0069999694823043085,-0.00023333231607289138,1140.000000000505,577.0100806454564,,,,,,,,,,,57.0,18.0,1.72094045130677,57.0,319108.032767656,1,1,2625.38497331202,1826.56988847991,1,61302000321,61302000320101
