channel_elevation,channel_slope_r,channel_curvature,channel_dist_along,channel_dist_to_river_center,ridge1_elevation,ridge1_slope_r,ridge1_curvature,ridge1_dist_along,ridge1_dist_to_river_center,floodplain1_elevation,floodplain1_slope_r,floodplain1_curvature,floodplain1_dist_along,floodplain1_dist_to_river_center,ridge2_elevation,ridge2_slope_r,ridge2_curvature,ridge2_dist_along,ridge2_dist_to_river_center,floodplain2_elevation,floodplain2_slope_r,floodplain2_curvature,floodplain2_dist_along,floodplain2_dist_to_river_center,width,width_var,sinuosity,max_width,dist_out,n_chan_mod,n_chan_max,facc,meand_len,type,reach_id,node_id,slope
221.0,0.0,-0.003722222222223147,870.0000000002274,1.21122580629401,224.68,0.01733333333347201,-2.2222222213129772e-05,780.000000000003,91.21122580651843,224.28,0.003999999999969229,0.00013333333333127685,390.000000000187,481.21122580633437,,,,,,,,,,,36.0,68.0,1.09693815449692,36.0,2195036,1,1,277.083050317544,968.069979758963,1,61562000801,61562000800521,1.78451001400758
218.93,0.0013333333333257996,-0.00038888888888406173,1740.000000000152,2.140387096771974,228.16,0.03866666666740096,0.0006888888889301511,2639.999999999656,897.8596129027321,226.2,0.004999999999969419,0.00013333333333169728,3330.0000000001305,1587.8596129032064,,,,,,,,,,,58.5,101.805555555556,1.46617534649708,58.5,2193838,1,1,280.253432846008,1624.54442008631,1,61562000801,61562000800461,1.78451001400758
216.5,0.0,0.0,660.0000000001213,5.29935483881502,218.1,0.0013333333333301778,1.6624433311408366e-19,1080.0000000000498,425.2993548387435,218.02,0.0009999999999978702,-2.52980506912736e-19,1260.0000000001123,605.299354838806,,,,,,,,,,,45.0,71.25,1.6433889074453,45.0,2192664,1,1,283.252443345906,1604.23786364938,1,61562000801,61562000800401,1.78451001400758
214.5,0.048666666666759145,0.0015555555555614579,1529.9999999999457,5.939096774263817,217.19,0.0020000000000038654,1.1111111111375543e-05,1829.999999999996,294.06090322578643,216.66,0.0010000000000019175,-0.00011111111111092035,2159.9999999999905,624.060903225781,218.42,0.007666666666648778,-0.00013333333333435206,1230.0000000000207,305.9390967741888,217.83,0.0006666666666682609,-5.555555555542211e-05,1079.999999999938,455.93909677427155,52.5,90.4722222222222,1.47856925093311,52.5,2190849,1,1,287.708116088611,1719.1301974076,1,61562000801,61562000800311,1.78451001400758
213.5,0.0,0.0,2609.9999999999645,7.4802580644973204,216.96,0.02566666666666623,-0.00213333333333319,2910.0000000000027,307.4802580645355,216.54,0.00399999999999997,0.00012222222222222593,3149.9999999999663,547.4802580644991,216.67,0.0030000000000000226,-0.00016666666666559853,1770.0000000000405,832.5197419354267,216.28,0.006333333333333114,0.00014444444444443433,1619.9999999999632,982.519741935504,92.0,1.63265306122449,1.00864913759009,92.0,2190270,1,1,289.421836374267,721.937269682485,1,61562000801,61562000800281,1.78451001400758
209.5,0.0,-0.0024666666666706663,2999.999999999958,1.6110967740642081,212.62,0.07000000000071285,0.002333333333380863,2279.9999999999195,718.3889032259744,214.21,0.008333333333390114,0.00011111111111462363,1919.9999999999504,1078.3889032259435,,,,,,,,,,,97.5,139.583333333333,1.08490361724714,97.5,2187869,1,1,295.591229402629,1110.29823162629,1,61562000801,61562000800161,1.78451001400758
208.5,0.0,0.0,3510.000000000004,10.296000000059848,212.49,0.00033333333333304026,-0.0005555555555595062,2999.9999999998977,499.70400000004656,208.91,0.0006666666666670279,-1.1111111111331831e-05,1829.9999999998977,1669.7040000000466,212.93,0.029000000000001032,0.00037777777777780455,3720.000000000107,220.29600000016262,212.66,0.01033333333329613,0.0001888888888869509,4020.00000000011,520.2960000001658,117.5,474.472222222222,1.85051383477093,117.5,2186692,1,1,298.590239902526,1774.25695808335,1,61562000801,61562000800101,1.78451001400758
206.5,0.0,-0.0031444444444432194,2520.000000000042,1.2864516128520336,209.33,0.0056666666666554295,-0.0036333333333325914,2430.0000000000805,91.28645161281338,208.26,0.005000000000008603,6.666666666726946e-05,1919.9999999999247,601.2864516129691,,,,,,,,,,,85.0,181.472222222222,1.07809366400565,85.0,2184488,1,1,304.245516845191,1161.19176559824,1,61562000791,61562000790611,0.973410808584519
206.0,0.0,0.0,2700.0000000000737,14.09070967732805,209.89,0.0009999999999972487,3.333333333318023e-05,1950.0000000000216,764.0907096773801,206.88,0.0006666666666648287,-3.333333333333267e-05,120.00000000005716,2594.0907096773444,,,,,,,,,,,92.0,56.1388888888889,1.26633214140025,92.0,2183891,1,1,305.873551116564,2243.11720133626,1,61562000791,61562000790581,0.973410808584519
205.5,0.0,0.0,4019.999999999981,5.866064516191727,209.72,0.0013333333333455787,-0.002222222222220117,3839.9999999998304,185.86606451634225,205.51,0.016333333333486397,0.0004888888888991024,3029.9999999998718,995.8660645163009,212.84,0.006333333333371467,-0.007599999999967145,4439.999999999919,414.1339354837464,207.95,0.0,-6.666666666663282e-05,4950.000000000071,924.1339354838983,87.0,149.061224489796,2.73897071606945,87.0,2181516,1,1,311.957258130643,1580.70562218853,1,61562000791,61562000790461,0.973410808584519
