channel_elevation,channel_slope_r,channel_curvature,channel_dist_along,channel_dist_to_river_center,ridge1_elevation,ridge1_slope_r,ridge1_curvature,ridge1_dist_along,ridge1_dist_to_river_center,floodplain1_elevation,floodplain1_slope_r,floodplain1_curvature,floodplain1_dist_along,floodplain1_dist_to_river_center,ridge2_elevation,ridge2_slope_r,ridge2_curvature,ridge2_dist_along,ridge2_dist_to_river_center,floodplain2_elevation,floodplain2_slope_r,floodplain2_curvature,floodplain2_dist_along,floodplain2_dist_to_river_center,width,width_var,sinuosity,max_width,dist_out,n_chan_mod,n_chan_max,facc,meand_len,type,reach_id,node_id,slope,discharge_uncorrected,corrected_discharge,XGB_depth,superelevation1,superelevation2,superelevation_mean,ridge1_slope,ridge2_slope,ridge1_height,ridge2_height,ridge_height_mean,ridge_slope_mean,ridge_width,gamma1,gamma2,gamma_mean,lambda
217.5,0.0,0.0,2910.000000000381,3.5565161288132003,226.13,0.0036666666666425,6.666666666577754e-05,3000.000000000105,86.44348387091077,223.08,0.0019999999999856,-0.0003222222222189,3450.0000000003347,536.4434838711404,225.81,0.0,-0.0003444444444499,2699.999999999927,213.5565161292675,226.43,0.0513333333329891,9.999999999871276e-05,2340.000000000226,573.5565161289683,94.0,152.0,1.40356064269912,94.0,3777909,1,1,2824.45693675286,2129.73616385293,1,62269200851,62269200850221,0.0011027888317288398,125.112,589.8411133148921,2.0667026,1.4757807890033336,-0.2999947833383865,0.5878930028324736,0.0010166666666666254,-0.00022962962962963754,3.049999999999983,-0.6200000000000045,1.2149999999999892,0.0003935185185184939,1110.0000000001087,0.921905116750955,0.20822629230806375,0.5650657045295093,0.33219817383350053
215.5,0.2913333333365971,0.0097111111113286,2489.999999999728,12.11612903258174,229.41,0.1183333333328556,0.0036777777777458,2369.9999999999554,132.11612903235437,223.61,0.0020000000000224,1.0151023540371249e-15,1769.9999999997722,732.1161290325376,230.89,0.0123333333331994,-0.0162777777777935,2610.0000000001605,107.88387096785073,223.57,0.0010000000000112,-0.0004111111111105,3149.9999999998986,647.8838709675888,84.0,151.25,1.02934460027058,84.0,3772491,1,1,2865.34920581532,1131.53116042321,1,62269200841,62269200840591,0.00015293391979555502,137.282,652.426149931314,1.3535123,4.285147652597942,5.408151865002932,4.846649758800437,0.0024472573839662837,0.00280459770114925,5.799999999999983,7.319999999999993,6.559999999999988,0.002625927542557767,1380.0000000001264,16.002057537254156,18.338624321527163,17.17034092939066,83.21862872395252
213.0,0.0,0.0,3540.000000000069,2.952903225915179,226.57,0.0530000000009914,0.0017666666667327,3689.999999999756,147.0470967737715,223.74,0.0009999999999924,3.33333333328273e-05,3930.000000000004,387.0470967740198,228.28,0.222999999998303,0.0072888888887779,3360.0000000002774,182.9529032257069,222.5,0.0076666666666079,-0.0001222222222203,3150.0000000002574,392.9529032257269,117.0,72.24,1.03223293265379,117.0,3765543,1,1,2918.20994387168,2030.7067720905,1,62269200841,62269200840241,0.00015293391979555502,137.282,652.426149931314,1.4098381,2.007322712679623,4.099761582787382,3.0535421477335025,0.0007669376693767402,0.0017202380952379536,2.829999999999984,5.780000000000001,4.304999999999993,0.001243587882307347,779.9999999997467,5.014830394735172,11.24824432367653,8.13153735920585,24.829992052204645
212.5,0.0,0.0,3809.999999999858,8.203741935430116,222.17,0.0269999999997637,0.0003333333333234,4050.000000000128,248.20374193569975,221.14,0.012666666666806,0.0004222222222314,4649.999999999945,848.2037419355174,220.0,0.0033333333333041,-2.222222222279479e-05,3690.000000000206,111.796258064222,220.04,0.0019999999999968,3.333333333322849e-05,3510.0000000000323,291.7962580643957,125.0,68.5555555555556,1.25636917351684,125.0,3764541,1,1,2925.44089388882,2170.21969202402,1,62269200841,62269200840191,0.00015293391979555502,137.282,652.426149931314,1.4132905,0.7287956718968523,-0.028302744539677925,0.3502464636785872,0.00025432098765431325,-1.084010840108125e-05,1.0300000000000011,-0.03999999999999204,0.49500000000000455,0.000121740439626616,1139.9999999999131,1.6629468988586338,0.07088099497856665,0.8669139469186002,0.3036335442218862
208.0,0.0,0.0,3000.000000000065,6.155999999914911,224.13,0.0,-0.0012333333333311,2820.000000000118,186.15599999986216,214.96,0.0016666666666655,-0.0004444444444436,2400.000000000012,606.1559999999681,216.66,0.0033333333333538,-0.0022000000000109,3179.9999999998,173.84399999981997,215.59,0.0016666666666655,-0.0004555555555583,3360.0000000001182,353.8440000001383,101.0,605.666666666667,2.04944735333659,101.0,3752178,1,1,3016.20178375917,3881.0570719401,1,62269200831,62269200830221,0.00043510150631078797,142.473,679.2699654527312,1.8044641,5.081841190908962,0.5929738357985347,2.8374075133537486,0.0032517730496452496,0.0003364779874214027,9.169999999999987,1.0699999999999932,5.11999999999999,0.0017941255185333262,960.0000000001064,7.473596396429264,0.7733321593721635,4.123464277900714,11.699948523161277
207.5,0.0,0.0,2639.999999999918,2.909806451713848,215.51,0.0,-1.1111111111164334e-05,2789.999999999915,147.09019354828297,214.37,0.0020000000000057,-8.888888888938017e-05,3089.9999999999086,447.0901935482766,215.41,0.0183333333333859,-0.0011444444444373,2460.000000000007,182.9098064516252,213.42,0.0033333333333177,6.666666666567212e-05,2280.0000000000955,362.9098064515365,85.5,317.666666666667,2.04944735333659,85.5,3750191,1,1,3031.66105620962,3881.0570719401,1,62269200831,62269200830121,0.00043510150631078797,142.473,679.2699654527312,1.3163719,0.8660166512595563,1.5117308210583733,1.1888737361589647,0.00040860215053764197,0.0008089430894308958,1.1399999999999864,1.990000000000009,1.5649999999999977,0.0006087726199842688,809.9999999998131,0.939096152532697,1.8592054444717943,1.3991507985022456,1.6634136372651636
205.5,0.0,-0.0150222222223823,4109.999999999736,9.96270967730743,220.39,0.3230000000019094,0.0099111111112293,4619.999999999731,519.962709677302,215.03,0.0013333333333,-8.888888888843254e-05,7050.000000000342,2949.962709677913,228.66,0.0253333333334532,-0.0042333333333795,3210.0000000000405,890.0372903223883,220.4,0.0036666666666845,-0.0001111111111124,719.9999999997735,3380.0372903226557,136.5,97.5555555555556,1.01404099093069,136.5,3745822,1,1,3065.32237525494,3322.4418654482,1,62269200821,62269200820431,0.000227723050269864,145.013,692.4358757196657,0.8947244,5.990671349015388,9.231892787848356,7.611282068431872,0.0011601731601732245,0.0025732087227413976,5.359999999999985,8.259999999999991,6.809999999999988,0.001866690941457311,6330.000000000569,5.094667223183412,11.29972885789123,8.197198040537321,62.39118645732659
205.5,0.0,0.0,5460.000000000053,6.751096774136386,205.5,0.3423333333301787,0.0111444444442316,5370.000000000058,96.75109677413091,208.88,0.0023333333333116,3.33333333326886e-05,4200.000000000335,1266.7510967738544,223.97,0.0633333333345124,-0.0163000000000944,5609.999999999663,143.24890322547344,212.39,0.0006666666666608,-5.555555555451258e-05,8820.000000000244,3353.2489032260546,181.0,104.138888888889,1.01404099093069,181.0,3744799,1,1,3073.55069768824,3322.4418654482,1,62269200821,62269200820381,0.000227723050269864,145.013,692.4358757196657,1.0467666,-3.2289909468432345,11.062637622616789,3.916823337886777,-0.000629422718808186,0.002064171122994779,-3.3799999999999955,11.580000000000013,4.1000000000000085,0.0007173742020932965,4619.999999999909,2.7639833475894795,9.064392561704341,5.914187954646911,23.164829405409886
205.0,0.0,0.0,3089.9999999998404,5.811870967730101,212.7,0.003666666666639,-2.2222222226382412e-05,2849.99999999991,234.18812903220032,209.14,0.0009999999999916,0.0,1050.000000000406,2034.188129031704,210.41,0.0116666666669416,-0.0060111111111933,3179.9999999995907,95.81187096748044,209.66,0.000666666666662,1.111111111094134e-05,4020.000000000284,935.811870968174,101.0,103.555555555556,1.07317525271185,101.0,3743798,1,1,3081.03099080942,2587.67868218357,1,62269200821,62269200820331,0.000227723050269864,145.013,692.4358757196657,1.8044641,1.9728849116287834,0.4156358662139288,1.194260388921356,0.0012491228070175841,0.00023584905660380394,3.5600000000000023,0.75,2.155000000000001,0.000742485931810694,2969.999999999878,5.485271717278101,1.0356837233837777,3.260477720330939,3.893859390351844
204.5,0.0,0.0,2760.00000000032,4.6935483875622594,211.08,0.0023333333333385,-0.0001000000000001,2639.999999999596,115.3064516131617,210.02,0.0026666666665895,8.888888888376724e-05,2100.00000000042,655.3064516123377,211.85,0.0050000000000037,-0.0001333333333338,2999.9999999999663,244.69354838720847,210.77,0.0003333333333336,-1.11111111111757e-05,3629.999999999887,874.6935483871293,92.5,669.583333333333,2.26510749140387,92.5,3742800,1,1,3088.76062703464,1757.33287910305,1,62269200821,62269200820281,0.000227723050269864,145.013,692.4358757196657,1.7668107,0.5999511020855305,0.6112709342003415,0.6056110181429359,0.0004015151515152138,0.0003599999999999987,1.0600000000000023,1.079999999999984,1.0699999999999932,0.00038075757575760626,1529.999999999467,1.763173078172793,1.5808676353727893,1.6720203567727911,1.012593950620885
