channel_elevation,channel_slope_r,channel_slope,channel_curvature,channel_dist_along,channel_dist_to_river_center,ridge1_elevation,ridge1_slope_r,ridge1_slope,ridge1_curvature,ridge1_dist_along,ridge1_dist_to_river_center,floodplain1_elevation,floodplain1_slope_r,floodplain1_slope,floodplain1_curvature,floodplain1_dist_along,floodplain1_dist_to_river_center,ridge2_elevation,ridge2_slope_r,ridge2_slope,ridge2_curvature,ridge2_dist_along,ridge2_dist_to_river_center,floodplain2_elevation,floodplain2_slope_r,floodplain2_slope,floodplain2_curvature,floodplain2_dist_along,floodplain2_dist_to_river_center,width,width_var,sinuosity,max_width,dist_out,n_chan_mod,n_chan_max,facc,meand_len,type,reach_id,node_id
361.5,0.0,,0.0,23880.00000000048,1798.1803870969707,364.59,0.005000000000004169,,0.00012222222222273979,18930.000000000466,3151.819612903044,364.23,3.623188405795775e-05,,1.3127494223897408e-08,14910.000000000266,7171.819612903244,365.58,0.02500000000001516,,0.00044444444444497415,30420.00000000076,8338.18038709725,363.18,0.002000000000001531,,-1.2935254719209803e-16,33270.00000000063,11188.180387097123,244.5,956.888888888889,1.02326084847326,1205.0,2482411,2,3,2975.26461399038,2691.88499136671,1,61569000391,61569000390271
353.17,0.0,,-4.126984126983888e-06,37050.00000000045,1.1067096774713718,355.17,0.008333333333333333,,-2.2222222222202023e-05,38460.00000000053,1411.1067096775514,354.35,0.0,,0.0,65460.00000000045,28411.10670967747,354.8,3.3333333333302573e-06,,-5.424836601301172e-09,26580.000000000306,10468.893290322674,351.73,0.005666666666665303,,0.00016666666666657824,20220.00000000008,16828.8932903229,330.0,968.285714285714,1.01036508353594,1205.0,2480438,3,4,2987.58864642487,960.013538848685,1,61569000391,61569000390171
340.5,0.0,,0.0,21209.999999999796,1.0886451614205725,343.32,0.0,,-0.0014000000000020272,22529.99999999974,1318.9113548385249,342.56,4.9180327868853886e-05,,-6.935791671081126e-08,34139.99999999999,12928.911354838776,344.17,1.4492753623173047e-05,,-1.109010712036086e-05,14039.999999999687,7171.08864516153,341.77,0.0,,-0.00021111111111144138,6659.999999999872,14551.088645161344,219.0,1888.85714285714,1.00175248309053,1205.0,2478436,3,3,3000.51877881515,612.842738229713,1,61569000391,61569000390071
330.0,0.0,,0.0,13050.00000000007,60.370967742019275,333.02,0.003666666666679349,,-0.00011111111111068246,10680.000000000067,2309.6290322579825,329.49,0.005333333333336269,,0.00015555555555576864,3720.000000000063,9269.629032257986,,,,,,,,,,,,,131.5,327.888888888889,1.6073483212317,131.5,2476020,1,2,3009.87241637591,6414.40849174927,1,61569000501,61569000500721
319.5,0.0,,0.0,44069.9999999994,2444.7187096774796,323.84,0.00012500000000014211,,-5.034722222221193e-06,33569.99999999943,8055.281290322491,317.82,0.00016666666666657572,,2.5839793281649763e-06,22019.999999999643,19605.28129032228,,,,,,,,,,,,,350.0,1005.26530612245,1.03823150814676,1200.0,2474010,2,5,3011.29372724515,5820.65141158821,1,61569000501,61569000500621
311.0,0.0,,-0.0012999999999911895,33270.00000000013,10.517677419105894,320.92,5.8823529411704073e-05,,-4.459823144951152e-06,20640.00000000087,12640.517677418367,312.89,3.070175438596162e-05,,3.413967118103891e-05,6840.000000000066,26440.51767741917,314.05,0.0006666666666703805,,-0.0019444444444547764,43830.00000000031,10549.482322581076,311.26,0.00028571428571424703,,-1.1337868480753747e-06,60000.00000000037,26719.482322581134,337.0,668.472222222222,1.03823150814676,1200.0,2472021,3,5,3021.17097529659,5820.65141158821,1,61569000501,61569000500521
302.5,0.036333333333213536,,0.0012111111111031525,14819.999999999782,77.07754838731125,304.49,0.012333333333293103,,0.00031111111110799106,21059.99999999957,6162.922451612478,304.3,0.013999999999954693,,6.666666666545654e-05,29549.999999999964,14652.92245161287,306.35,3.333333333347754e-05,,-3.2222222222196e-06,11550.000000000076,3347.0775483870166,305.84,0.010666666666651564,,1.1111111107853755e-05,7950.000000000023,6947.07754838707,191.0,2433.67346938775,1.03290160237363,1200.0,2470030,2,2,3028.99851537634,2120.31784611277,1,61569000501,61569000500421
293.5,0.0,,0.0,29549.9999999998,78.78193548423224,296.42,0.000238095238095185,,-6.802721088417044e-06,49679.99999999955,20208.78193548398,294.84,0.00023809523809524273,,-4.5351473922669495e-07,69719.9999999988,40248.78193548324,296.79,0.0002380952380949803,,-6.235827664394694e-05,25199.99999999954,4271.218064516026,294.57,0.00016666666666629782,,9.259259259180646e-07,8399.99999999978,21071.218064515786,318.0,3979.63265306122,1.00930133588564,1200.0,2468028,3,4,3036.95030212402,970.741672147448,1,61569000501,61569000500321
284.0,0.0,,0.0,25319.999999999894,227.25935483878493,287.19,0.0006811594202898661,,-1.9113631589952485e-06,24239.99999999986,1307.2593548388177,285.24,0.0010000000000002576,,-2.222222222210652e-05,20129.99999999995,5417.25935483873,,,,,,,,,,,,,336.0,1147.55555555556,1.05151773431435,1200.0,2466047,3,4,3045.02633553964,4337.89314700134,1,61569000501,61569000500221
278.5,0.0,,-4.218106995891222e-06,13169.999999999178,250.90064516128405,280.98,0.00033333333333380213,,-3.703703703731692e-06,23429.999999997857,10009.099354837395,276.91,0.0004444444444439094,,1.6460905349761781e-06,26609.999999997337,13189.099354836875,,,,,,,,,,,,,190.0,184.96,1.00910307620037,1200.0,2464018,2,3,3052.35688894766,1552.42335391597,1,61569000501,61569000500121
270.5,0.0,,0.0,16139.99999999986,985.8198709681656,272.82,0.0009999999999998762,,-3.7037037036789505e-06,20279.99999999959,5125.8198709678945,270.75,5.555555555549604e-05,,-3.395061728387433e-06,24929.99999999885,9775.819870967156,,,,,,,,,,,,,140.5,374.222222222222,1.00799378251194,1200.0,2462020,2,3,3059.56319568775,916.754385008706,1,61569000501,61569000500021
