channel_elevation,channel_slope_r,channel_curvature,channel_dist_along,channel_dist_to_river_center,ridge1_elevation,ridge1_slope_r,ridge1_curvature,ridge1_dist_along,ridge1_dist_to_river_center,floodplain1_elevation,floodplain1_slope_r,floodplain1_curvature,floodplain1_dist_along,floodplain1_dist_to_river_center,ridge2_elevation,ridge2_slope_r,ridge2_curvature,ridge2_dist_along,ridge2_dist_to_river_center,floodplain2_elevation,floodplain2_slope_r,floodplain2_curvature,floodplain2_dist_along,floodplain2_dist_to_river_center,width,width_var,sinuosity,max_width,dist_out,n_chan_mod,n_chan_max,facc,meand_len,type,reach_id,node_id,slope
2777.5,0.0,0.0,930.0000000006949,7.722193547911957,2778.82,0.0006666666666704941,2.2222222222497597e-05,599.9999999996969,337.7221935489099,2778.33,0.0016666666666686541,-0.0008277777777786014,29.99999999980052,907.7221935488063,2780.2,0.002666666666681987,-2.222222222521698e-05,1799.9999999995005,862.2778064508936,2778.32,0.005666666666830538,-6.666666665525443e-05,2099.999999999553,1162.2778064509462,36.0,14.4,1.03569887343476,36.0,149875,1,1,10504.9432047989,1685.52063885066,1,48305700151,48305700150531,1.44820353908646
2774.58,0.0009999999999880857,3.3333333332316726e-05,4559.999999999761,6.78812903196831,2774.8,0.0,-1.111111111043539e-05,4410.000000000464,143.21187096732865,2774.68,0.000666666666653671,2.2222222221376054e-05,4230.000000000609,323.21187096718313,2774.86,0.001333333333307342,1.1111111110552609e-05,4710.000000000909,156.7881290331161,2773.1,0.0,-3.3333333334255964e-05,5129.999999999987,576.7881290321948,112.0,1280.0,1.14160419754768,112.0,147897,1,1,10606.9411374498,927.152320541575,1,48305700151,48305700150431,1.44820353908646
2773.5,0.019999999999612557,0.0006444444444195904,1680.0000000005757,2.970967741236791,2774.31,0.001333333333306483,1.1111111110925847e-05,1500.00000000042,182.97096774139254,2773.7,0.0006666666666532491,-3.333333333348719e-05,630.0000000002177,1052.970967741595,2774.25,0.0,-0.0008333333333195015,1770.000000000326,87.02903225851355,2773.07,0.0009999999999722906,1.1111111110421237e-05,3150.000000000422,1467.0290322586095,57.0,378.0,1.05008738370979,57.0,146885,1,1,10657.104055147,1267.73003455946,1,48305700151,48305700150381,1.44820353908646
2771.5,0.032666666667508316,0.0010777777778334888,1829.9999999993847,8.274193549125812,2772.71,0.002999999999964378,7.777777777552424e-05,2130.000000000437,291.7258064519265,2772.03,0.002666666666732878,3.3333333336945714e-05,2879.999999999401,1041.7258064508906,2772.85,0.0,-2.22222222219391e-05,1380.000000000295,458.27419354821564,2771.78,0.0,0.0,119.9999999999873,1718.2741935485233,63.0,100.25,1.00951229417916,63.0,145903,1,1,10708.9390701007,971.699898900709,1,48305700151,48305700150331,1.44820353908646
2771.17,0.00033333333333647865,-1.1111111110601122e-05,1530.0000000002042,3.560387096701561,2771.24,0.0,-8.888888888683006e-05,1230.0000000000389,296.43961290346374,2769.68,0.0023333333333600942,7.777777777988521e-05,59.9999999998649,1466.4396129036377,2771.36,0.0010000000000222977,-2.2222222220904972e-05,1680.0000000002678,153.56038709676523,2771.35,0.0,-1.1111111111403665e-05,1770.0000000004666,243.56038709696395,42.0,12.96,1.00151706152586,42.0,144879,1,1,10754.0856960282,891.434997496482,1,48305700151,48305700150281,1.44820353908646
2769.55,0.0,-2.222222222283529e-05,4109.999999999829,14.274193547856157,2769.64,0.0016666666666576221,-4.444444444359828e-05,3930.000000000212,165.72580645176095,2768.76,0.00033333333333758773,1.1111111111152206e-05,2939.999999999741,1155.725806452232,2769.48,0.0,-4.4444444446581416e-05,4409.999999999305,314.2741935473323,2768.77,0.0019999999999800516,-1.3662682096669486e-15,5430.000000000051,1334.274193548078,138.0,88.24,1.04540804192382,138.0,143694,1,1,10814.2811972648,2866.88734477425,1,48305700151,48305700150221,1.44820353908646
2767.8,0.0,-1.1111111110855442e-05,5250.000000000287,3.6612903230161464,2768.02,0.0003333333333407204,-2.222222222073234e-05,4800.000000000495,446.3387096767765,2766.68,0.0006666666666662826,6.524764814092358e-16,3540.000000000477,1706.3387096767942,2767.88,0.0009999999999918449,3.333333333307261e-05,5489.9999999998745,243.66129032260324,2767.67,0.0006666666666466982,-1.111111111185622e-05,5820.000000000313,573.6612903230416,163.0,217.472222222222,1.0237109352266,163.0,142685,1,1,10861.0999204488,2014.08154685442,1,48305700151,48305700150171,1.44820353908646
2766.16,0.0026666666666563185,8.888888888827986e-05,5219.999999999834,3.997161290661097,2766.7,0.001000000000028922,2.2222222223976537e-05,4829.999999999103,393.9971612913914,2765.05,0.0,0.0,270.0000000003721,4953.997161290123,2766.11,0.00033333333333961893,-2.80259033572187e-16,5759.999999999496,536.0028387090015,2765.07,0.0010000000000036987,1.1111111112092018e-05,8970.000000000739,3746.002838710244,169.0,2242.22222222222,1.02771882772758,169.0,141685,1,1,10911.262838146,2392.48535633527,1,48305700151,48305700150121,1.44820353908646
2764.69,0.0,-3.333333333344803e-05,4049.999999999977,7.635741935330316,2765.04,0.0026666666667087865,-0.00019999999999807623,3839.999999999604,202.36425806504258,2761.92,0.0,0.0,689.9999999997756,3352.364258064871,2765.07,0.0,-2.2222222222257257e-05,4349.999999999604,307.6357419349579,2764.82,0.00033333333334617743,1.1111111111724851e-05,5129.999999999735,1087.6357419350888,150.0,212.408163265306,1.03800000349283,300.0,140692,2,3,10961.4257558431,2413.16016507335,1,48305700151,48305700150071,1.44820353908646
2761.81,0.001333333333319125,3.3333333332400596e-05,1260.0000000003238,12.041806451614775,2762.32,0.0036666666668636228,-0.00018888888888971567,929.9999999991004,342.04180645283816,2761.05,0.001999999999993841,-0.000994444444441352,30.000000000292477,1242.0418064516462,2761.93,0.0009999999999969228,1.1111111110134413e-05,1589.9999999995534,317.9581935476149,2760.54,0.0019999999999786877,0.0,2520.000000000645,1247.9581935487063,42.0,154.8,1.03577845506082,42.0,138262,1,1,11078.4725638032,1332.77916208423,1,48305600141,48305600140721,1.44376292566773
